Marital status,Application mode,Course,Previous qualification,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Inflation rate,Output
1,1,16,1,1,0,18,0,6,6,6,13.66666667,2.6,Graduate
1,12,17,3,1,0,28,10,14,16,11,11.27272727,1.4,Graduate
1,8,16,1,1,0,22,0,6,10,5,13.16666667,2.8,Enrolled
1,15,3,14,1,1,21,3,6,6,6,14.66666667,-0.3,Graduate
1,15,6,14,1,0,21,0,6,11,4,12.75,0.5,Enrolled
1,12,12,1,1,0,26,0,7,11,5,11.2,0.3,Enrolled
1,1,15,1,0,0,18,0,6,8,5,13,2.6,Dropout
1,8,6,1,0,0,20,0,5,8,2,10.5,2.6,Dropout
1,8,6,1,1,0,18,0,6,7,6,14.85714286,0.6,Graduate
1,1,12,1,1,1,19,0,8,11,7,12.86,1.4,Graduate
1,16,10,1,1,0,20,5,11,12,11,11.72727273,0.5,Graduate
1,15,6,14,1,1,22,3,6,11,6,13.14285714,-0.3,Graduate
1,8,14,1,1,0,18,0,6,6,5,11.8,1.4,Dropout
1,8,9,1,1,0,19,0,5,10,3,10.66666667,0.3,Dropout
1,8,5,1,1,1,18,0,6,9,5,11.6,1.4,Enrolled
1,8,11,1,1,0,20,0,6,13,3,10.33333333,1.4,Enrolled
1,1,15,1,1,0,19,0,6,11,4,12.25,2.6,Enrolled
1,1,11,1,1,0,19,0,6,6,6,12,0.5,Enrolled
1,8,12,1,1,0,19,0,8,8,7,14.73142857,1.4,Graduate
1,1,2,1,1,0,18,0,0,0,0,0,3.7,Graduate
1,4,5,15,1,0,21,9,13,14,13,13.61538462,-0.3,Graduate
1,12,17,15,1,0,27,0,5,5,5,15.8,1.4,Graduate
1,8,10,1,1,0,19,0,6,6,6,14.66666667,2.8,Graduate
4,12,6,1,1,0,25,0,5,5,0,0,2.6,Dropout
1,1,12,1,1,1,18,0,8,8,7,14.65428571,1.4,Graduate
1,12,12,3,1,0,24,0,8,8,7,12.40142857,1.4,Graduate
1,1,12,1,1,0,20,0,7,8,7,11.5875,-0.3,Graduate
1,4,17,15,1,0,26,3,5,5,5,14,0.5,Graduate
1,1,10,1,1,1,20,0,6,9,6,12.33333333,1.4,Graduate
1,1,6,1,1,0,18,0,5,5,5,14,2.6,Graduate
1,1,6,1,1,0,19,0,6,13,6,15.23076923,2.8,Graduate
1,1,16,1,1,0,23,0,6,9,5,11.6,3.7,Dropout
1,1,12,1,1,1,18,0,7,7,6,11.6,2.6,Graduate
1,1,12,1,1,0,18,0,7,0,0,0,3.7,Dropout
1,1,12,1,1,1,19,0,7,7,7,12.90142857,0.6,Graduate
1,13,17,1,1,0,30,4,7,9,7,14.14285714,2.6,Graduate
1,15,6,14,1,0,29,0,6,0,0,0,2.8,Dropout
1,1,12,1,1,0,19,0,8,8,8,13.25375,-0.8,Graduate
1,8,13,1,1,0,20,0,7,7,7,13.78571429,0.5,Graduate
1,1,12,1,1,0,20,0,7,7,6,13.91666667,2.6,Graduate
1,1,14,1,1,0,19,0,6,8,6,13.5,0.6,Graduate
1,8,9,1,1,0,20,0,5,8,3,11.33333333,1.4,Enrolled
3,1,6,1,1,0,21,0,5,8,0,0,1.4,Dropout
1,8,14,1,1,0,19,0,6,10,5,11.5,0.6,Graduate
1,1,12,1,1,1,18,0,8,8,7,12.08285714,1.4,Graduate
1,12,3,1,1,1,27,0,6,8,6,11.83333333,2.8,Graduate
1,8,9,1,1,1,19,0,5,6,5,13.4,0.5,Graduate
1,1,12,1,1,1,19,0,7,7,0,0,2.6,Dropout
1,1,15,1,1,0,19,0,6,7,5,14.2,2.8,Graduate
1,1,12,1,1,1,18,0,8,8,7,13.81428571,3.7,Graduate
1,8,11,1,1,1,20,0,6,10,4,11.25,0.5,Enrolled
1,1,14,1,1,1,18,0,6,6,6,14.5,3.7,Graduate
1,1,14,1,1,0,19,0,6,0,0,0,2.6,Dropout
2,12,12,12,1,0,36,0,7,7,6,11.3,2.6,Graduate
1,14,13,1,1,0,18,0,2,2,0,0,1.4,Enrolled
1,14,8,1,1,0,18,0,5,11,1,12,3.7,Enrolled
1,8,12,1,1,0,19,0,8,9,7,12.3,3.7,Graduate
1,1,12,1,1,1,18,0,8,8,7,12.69428571,1.4,Graduate
1,8,14,1,1,0,18,0,5,5,4,11,-0.8,Graduate
1,1,10,1,1,1,19,0,6,6,6,13,0.5,Graduate
1,1,12,1,1,1,19,0,7,8,7,14.4125,-0.3,Graduate
1,1,12,1,1,0,18,0,7,8,7,12.92875,2.8,Dropout
1,1,15,1,1,0,20,0,6,6,6,13.33333333,0.6,Graduate
1,1,11,1,1,1,20,0,6,8,5,12.8,0.5,Enrolled
1,9,12,1,1,0,20,0,8,8,7,14.40285714,1.4,Graduate
1,1,12,1,1,1,18,0,8,8,7,13.38142857,1.4,Graduate
1,1,12,1,1,0,18,0,7,8,7,14.13125,2.8,Graduate
1,8,6,1,1,0,19,0,5,11,5,11.71428571,-0.8,Graduate
1,1,9,1,1,0,19,0,5,5,5,11.8,-0.8,Enrolled
2,12,3,1,1,0,44,0,6,9,6,11.16666667,2.6,Graduate
1,4,4,3,1,0,32,0,6,7,0,0,0.5,Dropout
1,14,16,1,1,0,22,0,6,9,5,13.6,3.7,Dropout
2,12,4,1,1,0,36,4,12,14,12,13.84615385,1.4,Graduate
1,8,15,1,1,1,18,0,6,7,6,12.5,0.3,Graduate
1,1,8,1,1,0,20,0,5,5,5,16.4,3.7,Graduate
1,16,5,1,1,1,20,5,11,11,11,13.81818182,0.6,Graduate
1,8,10,1,1,0,19,0,6,8,5,10.6,2.8,Graduate
1,12,9,12,1,0,24,0,5,8,5,10.2,0.5,Graduate
1,8,10,1,1,0,20,0,6,11,5,10.6,2.8,Enrolled
1,14,3,1,1,0,27,7,10,10,9,11.44444444,1.4,Dropout
1,1,16,1,1,0,20,0,6,9,5,14.33333333,2.8,Enrolled
1,14,10,1,1,1,23,15,16,18,16,13,-0.8,Graduate
1,1,12,1,1,1,18,0,8,9,8,13.31,-0.8,Graduate
1,8,10,1,1,1,18,0,6,10,5,10.57142857,3.7,Graduate
1,8,12,1,1,1,20,0,8,8,7,13.48714286,1.4,Graduate
1,1,11,1,1,1,20,0,6,6,6,12.33333333,-0.3,Graduate
1,1,14,1,1,0,23,0,6,11,6,11.875,0.6,Dropout
1,1,12,1,1,0,20,0,7,7,6,13.96666667,2.6,Graduate
1,12,11,7,0,0,28,0,5,10,0,0,2.6,Dropout
1,1,14,1,1,0,21,0,5,8,4,11.5,2.6,Graduate
1,1,13,1,1,0,21,0,2,2,2,12.5,0.5,Dropout
1,4,12,3,1,0,28,0,7,0,0,0,2.6,Dropout
1,1,12,1,1,0,18,0,7,10,6,11.98,0.3,Graduate
1,8,10,1,1,1,21,0,6,8,5,13.2,1.4,Enrolled
1,1,12,1,1,0,19,0,7,10,6,11.61428571,-0.3,Graduate
1,9,12,1,1,1,18,0,8,8,7,14.31428571,3.7,Graduate
1,1,12,1,1,0,19,0,7,0,0,0,2.6,Dropout
1,15,6,14,1,0,20,2,6,9,6,12.66666667,-0.3,Enrolled
1,1,12,1,1,1,20,0,7,9,6,12.76666667,0.5,Graduate
1,8,16,1,1,1,18,0,6,7,6,12.66666667,1.4,Graduate
1,14,14,1,1,0,20,4,6,7,6,11.5,1.4,Dropout
1,12,14,1,1,0,31,2,6,13,5,11.4,-0.3,Dropout
1,8,12,1,1,1,19,0,7,8,7,14.70625,2.8,Graduate
1,1,12,1,1,1,19,0,7,9,6,11.81428571,-0.3,Graduate
1,1,5,1,1,0,23,1,6,8,6,13,-0.3,Graduate
1,1,14,1,1,0,19,0,6,7,6,14.85714286,0.5,Graduate
1,1,12,1,1,0,20,0,7,7,6,12.6,2.6,Graduate
1,1,6,1,1,0,22,0,6,9,5,13.33333333,0.5,Enrolled
1,1,16,1,1,0,18,0,7,10,6,10.66666667,-0.3,Enrolled
1,4,8,3,0,0,27,1,5,6,2,11.5,3.7,Dropout
1,12,13,12,1,0,29,0,7,9,1,10,3.7,Dropout
1,8,11,1,1,0,18,0,6,10,5,11.8,0.6,Graduate
1,8,5,1,1,0,18,0,6,7,5,11.8,0.3,Graduate
1,8,12,1,1,0,18,0,8,8,8,12.77125,-0.8,Graduate
1,8,6,1,1,0,20,0,5,13,3,11.33333333,-0.8,Enrolled
1,8,11,1,1,0,18,0,6,6,6,12.66666667,0.6,Graduate
1,1,5,1,0,0,18,1,6,10,5,12.2,-0.3,Enrolled
1,4,6,3,0,0,28,0,5,9,1,12,1.4,Dropout
1,1,12,1,1,1,18,0,8,12,7,11.72142857,3.7,Graduate
1,12,12,12,1,0,27,0,7,12,4,14,0.5,Enrolled
1,12,1,1,1,0,26,0,7,9,7,14.75,0.3,Enrolled
1,1,15,1,1,0,18,0,6,6,6,12.66666667,3.7,Graduate
1,1,8,1,1,0,18,0,5,12,4,13,-0.8,Dropout
1,1,9,1,1,0,21,0,5,6,0,0,2.8,Dropout
1,1,5,1,1,0,18,0,6,8,4,10.75,-0.8,Enrolled
2,12,3,1,0,0,32,0,5,5,0,0,1.4,Dropout
1,12,14,1,1,0,28,0,5,6,4,12.5,2.6,Graduate
1,12,17,1,0,0,40,0,4,4,0,0,3.7,Dropout
2,9,3,1,0,0,39,0,5,5,0,0,-0.8,Dropout
2,9,10,1,0,0,39,0,6,0,0,0,-0.8,Dropout
2,12,4,1,1,0,50,0,6,7,6,12.5,1.4,Graduate
1,8,16,1,1,0,23,0,6,10,5,12.8,1.4,Dropout
4,12,3,12,1,0,48,0,6,11,1,10,-0.8,Dropout
1,8,16,1,1,0,23,0,6,11,4,11.25,2.6,Dropout
1,1,12,1,1,1,18,0,8,8,7,12.61,1.4,Graduate
1,8,8,1,1,0,18,0,5,14,2,12,-0.8,Graduate
1,6,10,1,0,0,20,0,6,9,5,13,-0.3,Graduate
1,9,6,1,1,1,18,0,5,9,4,12,1.4,Graduate
1,1,13,1,1,0,18,0,7,8,4,12,0.3,Dropout
1,14,7,1,1,0,31,0,5,12,1,12,0.3,Dropout
1,12,7,12,1,0,24,0,5,9,1,12,1.4,Enrolled
1,12,2,1,1,0,24,0,0,0,0,0,-0.8,Graduate
1,12,9,1,0,0,26,0,5,5,0,0,1.4,Dropout
1,1,8,1,1,0,18,0,6,11,5,13.625,0.3,Dropout
1,8,9,1,1,1,19,0,5,12,3,11.66666667,3.7,Enrolled
1,8,14,1,1,0,22,0,6,0,0,0,-0.3,Dropout
1,1,12,1,1,0,18,0,8,8,7,11.69,1.4,Graduate
1,15,5,14,0,0,20,0,6,11,0,0,0.3,Dropout
1,15,2,14,1,0,25,0,0,0,0,0,2.8,Graduate
1,14,17,1,1,0,24,0,5,10,4,11.5,-0.3,Graduate
1,12,7,1,1,0,27,0,5,10,1,14,1.4,Dropout
1,8,11,1,1,0,21,0,6,7,5,11,2.8,Graduate
1,15,4,14,1,0,21,0,6,7,6,12.85714286,0.5,Graduate
1,9,15,1,1,0,19,0,6,9,4,12.5,1.4,Dropout
1,12,12,1,1,0,28,0,7,7,7,14.52857143,0.3,Graduate
1,1,9,1,1,0,20,0,5,8,5,10,2.6,Enrolled
1,15,4,14,1,1,21,0,6,8,6,13,2.8,Graduate
1,1,12,1,1,1,18,0,7,7,7,15.95714286,0.3,Graduate
1,8,7,1,1,1,18,0,5,6,5,13.2,1.4,Enrolled
1,1,9,1,1,0,20,0,5,9,4,10.2,2.8,Enrolled
1,12,7,15,1,0,25,2,5,6,5,14.2,0.3,Enrolled
1,1,14,1,1,0,22,0,6,8,6,12.625,0.6,Enrolled
1,1,12,1,1,0,18,0,8,11,6,13.49666667,-0.8,Enrolled
1,8,9,1,1,0,19,0,5,8,5,13.25,-0.3,Graduate
1,1,7,1,1,0,19,0,5,12,3,12,0.5,Dropout
1,12,15,12,0,0,25,0,6,10,4,13,3.7,Dropout
1,14,5,1,1,0,21,5,11,12,9,11.77777778,2.8,Dropout
1,8,7,1,1,0,19,0,5,10,2,11,0.6,Dropout
1,8,9,1,1,0,20,0,5,14,0,0,0.6,Dropout
1,15,4,14,1,0,25,9,14,16,14,12.42857143,2.8,Dropout
1,8,9,1,1,0,20,0,5,8,3,11,1.4,Enrolled
1,1,2,1,1,0,18,0,0,0,0,0,2.6,Graduate
1,15,11,14,1,0,23,0,6,12,3,11.5,1.4,Enrolled
1,13,12,1,1,0,23,0,8,8,8,12.5075,-0.8,Graduate
1,17,4,16,1,0,21,7,12,18,11,12.09090909,1.4,Graduate
1,1,8,1,1,0,20,0,5,14,2,11,-0.8,Enrolled
1,12,17,1,1,0,25,0,5,13,1,10,0.5,Dropout
1,1,8,1,1,0,18,0,6,6,6,13.5,1.4,Graduate
1,1,5,6,1,0,22,0,6,6,6,14.16666667,1.4,Graduate
1,12,14,1,1,0,27,0,6,7,6,14,1.4,Graduate
1,12,4,12,1,0,25,0,3,4,0,0,0.3,Dropout
1,8,7,1,1,0,18,0,5,9,3,11.66666667,2.6,Dropout
1,8,6,1,1,0,20,0,5,7,5,14.6,3.7,Graduate
1,12,4,1,1,0,27,0,6,10,5,13,0.3,Graduate
1,1,3,1,1,0,20,0,6,7,6,12.16666667,2.6,Graduate
1,1,9,1,1,0,22,0,5,9,0,0,2.6,Dropout
1,8,7,1,1,0,19,0,5,10,3,10.5,0.5,Dropout
1,1,9,1,1,0,20,0,5,14,3,12.4,-0.3,Enrolled
1,14,2,1,1,0,19,0,0,0,0,0,-0.8,Graduate
2,12,6,7,0,0,29,0,5,12,0,0,-0.8,Dropout
1,1,12,1,1,0,19,0,8,8,7,13.82857143,3.7,Graduate
1,12,17,1,1,1,28,0,5,7,5,10.6,-0.8,Enrolled
2,1,10,1,1,0,20,0,6,7,6,11.5,2.6,Graduate
1,1,5,1,1,0,20,0,6,6,4,13.5,1.4,Graduate
1,12,3,1,1,0,31,0,6,12,0,0,2.6,Dropout
1,8,12,1,1,0,18,0,7,8,7,12.5375,-0.3,Graduate
1,8,14,1,1,0,19,0,6,6,6,14.83333333,1.4,Enrolled
1,1,9,1,1,0,18,0,5,10,4,12,-0.3,Graduate
1,8,11,1,1,0,19,0,6,8,5,11.8,1.4,Graduate
1,1,9,1,1,1,18,0,5,5,5,15,3.7,Graduate
1,8,6,1,1,0,19,0,5,7,3,12,2.6,Graduate
1,8,15,1,1,1,18,0,6,6,6,12.83333333,2.8,Graduate
1,1,11,1,1,0,19,0,6,12,6,11.66666667,2.6,Graduate
1,1,13,1,1,0,19,0,7,9,7,12.1625,-0.3,Graduate
1,1,14,1,1,0,18,0,6,6,6,13.83333333,1.4,Graduate
1,1,12,1,1,0,19,0,7,12,4,12.45,0.3,Enrolled
1,15,14,14,1,1,20,2,6,9,6,12.125,0.6,Graduate
1,8,14,1,1,0,20,0,6,8,5,13.4,3.7,Enrolled
1,8,4,1,1,0,20,0,6,8,6,13.33333333,0.6,Enrolled
1,12,17,3,1,0,29,10,15,15,11,11.45454545,1.4,Dropout
1,8,16,1,0,1,20,0,6,10,4,12,2.6,Dropout
4,12,16,1,0,0,31,0,7,8,6,12.66666667,1.4,Dropout
1,8,14,1,1,0,20,0,6,7,6,12.66666667,1.4,Graduate
1,8,4,1,1,0,21,12,18,22,18,11.88888889,2.8,Graduate
1,4,8,3,1,0,23,0,6,0,0,0,0.5,Dropout
1,8,5,1,0,0,21,0,6,6,4,13,1.4,Dropout
1,4,12,15,1,0,24,4,7,7,7,16.88571429,0.3,Graduate
1,12,3,1,1,0,27,0,6,6,6,12.5,2.8,Graduate
1,1,12,1,1,1,18,0,7,9,7,13.05555556,-0.3,Graduate
1,1,2,1,0,0,21,0,0,0,0,0,-0.8,Dropout
1,8,8,1,1,1,19,0,5,7,0,0,2.6,Dropout
1,1,12,1,1,1,19,0,8,8,7,12.35571429,1.4,Graduate
1,8,6,1,1,0,18,0,6,0,0,0,0.5,Dropout
1,14,12,1,1,1,18,0,7,8,5,11.98,2.6,Enrolled
1,1,16,1,1,1,20,0,7,7,7,13.85714286,1.4,Graduate
2,1,3,1,1,0,24,0,6,9,5,13,-0.8,Graduate
1,1,5,1,1,0,20,0,6,6,6,12.83333333,0.5,Graduate
1,8,9,1,1,0,20,0,5,11,4,11,0.5,Enrolled
1,1,12,1,1,1,19,0,8,8,7,12.35714286,3.7,Graduate
1,1,12,1,1,1,18,0,8,8,7,13.85714286,3.7,Graduate
1,8,10,3,1,1,20,0,6,6,6,12.33333333,-0.8,Graduate
1,8,12,1,1,0,20,0,7,8,7,12.84714286,0.3,Graduate
1,8,12,1,1,1,19,0,7,9,6,12.34,0.6,Graduate
1,15,6,14,1,0,19,0,6,10,5,12.66666667,0.5,Enrolled
1,1,15,1,1,0,20,0,6,6,6,13.83333333,3.7,Graduate
1,8,9,1,1,0,19,0,5,15,2,10.75,-0.3,Dropout
1,8,16,1,1,0,19,0,6,11,4,13.25,-0.8,Dropout
1,8,12,1,1,1,18,0,8,8,8,13.73125,-0.8,Graduate
1,8,5,1,1,1,23,0,6,6,6,13.33333333,0.6,Dropout
1,1,16,1,1,0,21,0,6,8,5,12,3.7,Dropout
1,15,3,14,1,0,23,5,9,10,9,10.88888889,0.6,Graduate
1,1,12,1,1,0,19,0,7,8,7,13.025,-0.3,Graduate
1,8,15,1,1,0,18,0,6,6,6,13,0.5,Graduate
1,1,15,1,1,0,19,0,6,10,5,11.8,1.4,Graduate
1,12,12,1,1,1,25,0,8,8,7,12.04285714,3.7,Graduate
1,1,16,1,1,0,19,0,6,9,5,12.2,-0.8,Enrolled
1,1,12,1,1,1,19,0,7,8,7,12.8375,-0.3,Graduate
1,12,13,1,1,1,24,0,7,13,7,11,3.7,Graduate
1,1,14,1,1,1,18,0,6,7,6,13.5,1.4,Graduate
1,8,10,1,1,1,19,0,6,8,6,12.125,0.3,Graduate
1,1,12,1,1,1,18,0,8,12,7,12.62857143,3.7,Graduate
1,12,17,1,1,0,27,0,5,9,3,10.66666667,1.4,Enrolled
1,8,10,1,1,0,19,0,6,11,5,11.2,2.8,Graduate
1,9,15,1,1,1,18,0,6,6,6,12.66666667,3.7,Dropout
2,12,14,1,0,0,34,0,6,7,4,13.5,3.7,Dropout
1,1,9,1,1,0,18,0,5,9,3,11.66666667,2.6,Enrolled
1,1,9,1,1,0,18,0,5,8,2,10.5,2.6,Enrolled
1,1,12,1,1,0,18,0,8,8,8,14.26875,-0.8,Enrolled
1,1,15,1,0,0,20,0,6,0,0,0,1.4,Dropout
1,1,9,1,1,1,19,0,5,8,2,10.5,2.6,Enrolled
1,1,10,1,1,0,21,0,6,11,5,11.2,2.6,Enrolled
2,12,17,3,1,0,26,0,5,5,5,12,1.4,Graduate
1,14,13,1,1,0,27,0,7,9,7,12.22857143,1.4,Graduate
1,1,14,1,1,0,20,0,5,6,4,11.5,-0.8,Graduate
1,8,10,1,1,0,18,0,6,8,6,15.375,0.3,Graduate
1,17,6,16,0,0,23,7,12,19,9,13.66666667,1.4,Enrolled
1,12,12,12,1,0,24,0,8,11,7,12.61428571,3.7,Graduate
1,15,10,14,1,1,19,3,6,7,5,12.2,-0.3,Graduate
1,1,15,1,1,0,19,0,6,13,4,11.75,1.4,Graduate
1,1,10,1,1,1,19,0,6,9,5,11.4,1.4,Enrolled
1,1,10,1,1,0,18,0,6,10,5,10.6,2.6,Enrolled
1,16,3,1,1,0,22,14,16,16,13,10.92307692,0.3,Graduate
1,14,5,1,1,0,20,0,6,6,5,12.4,3.7,Graduate
1,12,4,1,1,0,25,0,6,6,0,0,0.6,Dropout
1,15,4,14,1,0,21,0,6,6,6,15.83333333,2.8,Graduate
1,1,12,1,1,0,19,0,7,12,5,11.8,0.6,Enrolled
1,8,15,1,1,0,18,0,6,7,6,12.57142857,-0.3,Graduate
1,1,14,1,1,0,18,0,5,7,3,12,2.6,Graduate
1,8,12,1,1,0,19,0,7,8,7,13.3625,-0.3,Graduate
1,1,6,1,1,1,19,0,5,6,5,15.4,1.4,Graduate
1,8,15,1,0,0,18,0,6,9,5,12.2,1.4,Dropout
1,16,10,14,1,1,20,6,11,11,11,12.81818182,0.5,Graduate
1,8,12,1,1,0,19,0,7,0,0,0,0.5,Dropout
1,13,12,1,1,0,28,12,17,21,17,13.39473684,0.3,Graduate
1,1,10,1,1,1,20,0,6,8,6,14.25,3.7,Graduate
1,13,3,1,1,0,30,9,11,19,9,13.44444444,2.6,Dropout
1,1,12,1,1,1,19,0,7,8,7,12.28571429,0.5,Graduate
1,1,5,1,1,0,22,0,6,7,6,11.66666667,3.7,Graduate
1,1,11,1,1,0,18,0,6,8,6,12.16666667,0.6,Graduate
1,8,16,1,1,0,23,0,6,11,2,10,2.6,Dropout
1,8,5,1,1,0,18,0,6,6,6,14,0.6,Graduate
1,1,16,1,1,0,18,0,6,9,5,11.83333333,2.8,Enrolled
2,12,15,12,0,0,50,0,6,7,1,15,1.4,Dropout
1,1,2,1,1,1,19,0,0,0,0,0,-0.3,Graduate
1,8,11,1,1,0,22,0,6,7,6,10.83333333,-0.3,Graduate
1,15,10,14,1,1,23,3,6,7,6,13.14285714,0.5,Graduate
1,9,6,1,0,1,20,2,5,8,5,14.4,3.7,Dropout
4,12,10,12,0,0,44,0,6,0,0,0,-0.3,Dropout
4,12,4,12,1,0,49,6,12,17,7,12,2.8,Graduate
2,14,17,1,1,0,46,6,10,13,9,12.2,2.6,Graduate
1,12,6,14,0,0,41,3,3,3,3,12.33333333,0.5,Dropout
1,8,12,1,1,0,18,0,7,8,7,11.8375,-0.3,Graduate
3,12,17,1,1,0,43,0,5,5,5,11.8,-0.8,Graduate
4,12,9,12,0,0,70,0,5,5,0,0,1.4,Dropout
4,12,8,12,1,0,48,0,6,0,0,0,2.8,Dropout
2,14,4,1,1,0,41,18,19,19,19,12.68421053,2.8,Graduate
1,1,11,1,1,0,21,0,6,8,6,12.57142857,3.7,Enrolled
1,12,1,1,0,0,35,0,7,18,3,11.25,0.3,Dropout
2,12,8,12,1,0,44,1,5,13,4,14,1.4,Graduate
1,1,9,1,1,0,18,0,5,15,4,13.33333333,-0.3,Dropout
2,1,3,1,1,0,45,0,6,7,6,13.66666667,2.6,Graduate
1,1,11,1,1,0,20,0,6,12,3,10,2.8,Enrolled
1,15,4,14,1,0,22,0,6,12,5,12.6,0.5,Graduate
1,14,7,1,1,0,39,0,5,10,3,17.33333333,-0.3,Dropout
1,15,6,14,0,0,20,2,6,10,5,13.2,0.5,Enrolled
2,12,9,12,1,0,49,0,5,9,3,14,1.4,Dropout
1,4,13,4,1,0,43,4,4,4,4,13.875,0.6,Dropout
2,12,17,1,1,0,32,0,5,5,0,0,2.6,Dropout
1,12,10,9,1,0,47,3,9,9,9,13.11111111,1.4,Graduate
5,12,17,1,1,1,37,0,5,8,5,13,0.3,Dropout
2,12,3,1,1,0,41,6,10,10,10,12.5,1.4,Graduate
2,12,4,1,1,0,60,17,18,18,18,14.11111111,2.8,Graduate
2,12,11,1,1,0,47,6,11,11,11,14.72727273,1.4,Graduate
1,12,3,1,0,0,50,0,6,6,0,0,0.5,Dropout
2,12,17,12,1,0,45,0,5,5,0,0,2.6,Dropout
1,12,7,1,0,0,45,0,5,5,0,0,2.8,Dropout
2,12,6,1,1,0,33,0,5,7,4,13.5,2.6,Graduate
1,1,12,1,1,0,18,0,8,8,7,13.10571429,1.4,Graduate
2,12,6,1,1,0,43,0,5,8,5,13.5,-0.8,Graduate
1,14,3,1,1,0,44,9,13,18,13,11.84615385,3.7,Graduate
1,12,8,7,1,0,29,0,5,5,0,0,2.6,Dropout
4,12,14,1,0,0,53,0,6,11,3,14.33333333,3.7,Dropout
2,13,17,6,1,0,37,0,5,10,5,15.8,-0.8,Enrolled
1,14,14,1,1,0,18,0,6,16,5,13.8,-0.3,Enrolled
1,14,1,12,1,0,35,3,10,18,6,12.66666667,0.3,Dropout
1,1,11,1,1,0,23,0,6,10,6,13,0.6,Enrolled
1,1,2,1,1,0,22,0,0,0,0,0,2.6,Graduate
1,12,3,1,0,0,33,0,6,6,1,11,1.4,Dropout
1,4,8,3,0,0,41,0,5,9,0,0,1.4,Dropout
4,4,12,3,1,0,51,4,7,7,7,15.2,-0.3,Graduate
1,16,14,1,1,0,19,2,6,7,6,14.42857143,0.6,Graduate
1,12,17,1,1,0,35,0,5,5,0,0,0.6,Dropout
1,1,2,1,1,0,20,0,0,0,0,0,2.6,Graduate
1,14,14,1,1,0,18,0,6,13,4,13.75,-0.3,Enrolled
1,1,15,1,0,1,18,0,6,11,5,12.16666667,-0.3,Dropout
1,15,4,14,1,0,21,0,6,12,5,12.14285714,-0.3,Graduate
1,1,11,1,1,0,21,0,6,9,6,12,-0.3,Graduate
2,12,9,1,1,0,34,0,5,10,3,11.66666667,-0.8,Graduate
4,12,8,1,1,0,34,0,6,9,0,0,0.3,Dropout
1,8,14,1,1,0,21,0,6,10,6,11.875,0.6,Graduate
1,14,15,1,1,0,32,6,11,15,7,11.28571429,-0.3,Enrolled
1,8,11,1,1,0,30,0,6,17,2,10,2.6,Dropout
1,1,2,1,1,0,19,6,12,13,11,12,1.4,Enrolled
1,16,15,1,1,0,20,1,7,7,6,13.83333333,1.4,Dropout
1,1,5,1,1,0,18,0,6,0,0,0,0.5,Dropout
1,1,11,1,1,0,19,0,6,7,6,14.42857143,1.4,Graduate
1,8,12,1,1,0,18,0,7,8,5,14.2,0.5,Dropout
1,12,17,1,1,0,27,0,5,8,4,11.5,3.7,Dropout
1,12,15,9,1,0,52,0,6,7,5,13,-0.8,Graduate
2,14,4,1,0,0,29,0,6,6,0,0,2.8,Dropout
1,16,4,14,0,0,22,0,6,12,3,11.33333333,1.4,Dropout
1,14,6,1,1,0,28,13,18,45,18,12.5,2.8,Graduate
1,12,14,6,1,0,30,0,5,5,0,0,2.6,Dropout
1,1,12,1,1,0,18,0,7,7,7,13.47142857,0.3,Graduate
1,1,14,1,1,0,21,0,5,5,4,11.75,-0.8,Graduate
1,1,5,1,1,1,20,0,6,9,6,13.33333333,3.7,Graduate
1,13,12,1,1,1,21,0,8,8,8,13.105,-0.8,Graduate
2,12,17,12,0,0,32,0,5,5,0,0,1.4,Dropout
1,1,5,1,1,1,20,0,6,6,6,15.5,0.5,Graduate
1,1,2,1,0,0,19,0,0,0,0,0,2.8,Dropout
1,6,14,1,0,0,18,0,6,6,4,11.25,1.4,Dropout
1,14,17,1,0,0,23,10,15,24,12,11,2.6,Dropout
1,1,11,1,1,0,20,0,6,10,6,12.33333333,0.5,Graduate
2,14,9,1,1,0,46,4,9,18,8,11.375,-0.8,Graduate
1,8,4,1,1,0,27,16,18,19,18,12.22222222,2.8,Graduate
1,3,2,1,1,0,20,0,0,0,0,0,0.3,Enrolled
2,14,3,12,1,0,41,5,9,11,9,12,-0.8,Graduate
1,6,9,1,1,0,40,0,5,10,1,11,0.6,Enrolled
2,15,3,14,1,0,37,12,16,17,16,14.125,0.5,Graduate
1,1,9,1,1,0,20,0,5,8,5,10.2,0.5,Enrolled
1,15,8,14,1,0,20,0,5,7,4,12,1.4,Enrolled
1,4,17,15,1,0,26,8,9,11,9,12.33333333,0.5,Graduate
2,12,3,1,1,0,54,4,9,9,9,14.33333333,1.4,Graduate
1,8,14,1,1,0,21,0,6,6,6,15.16666667,1.4,Graduate
1,1,6,1,1,1,20,0,6,8,6,15.14285714,0.6,Graduate
1,8,15,1,1,0,18,0,6,0,0,0,0.5,Dropout
1,1,12,1,1,0,19,0,7,9,6,13.41142857,2.8,Enrolled
1,1,10,1,1,0,18,0,6,7,6,12.33333333,-0.8,Graduate
1,1,6,1,1,0,19,0,6,13,4,11.8,0.5,Enrolled
1,15,6,14,1,0,22,2,6,9,6,12,-0.3,Dropout
